country_code,country_name,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,date2,CountryName,CountryCode,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal move,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healt,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDispla,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
MY,Malaysia,-47,4,-44,-52,-31,21,22/05/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,69.44,69.44,78.57,78.57,73.21,73.21,72.92,72.92,75,75
MY,Malaysia,-53,-1,-50,-51,-30,19,23/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-66,-47,-34,-55,-43,15,24/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-54,-16,-27,-58,-71,28,25/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-50,-8,-34,-57,-64,27,26/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-46,-6,-36,-52,-39,21,27/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-46,-8,-38,-52,-34,21,28/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-48,-11,-43,-55,-28,22,29/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-52,-16,-50,-53,-18,19,30/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-51,-18,-47,-56,-19,17,31/05/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-45,-9,-35,-48,-29,18,01/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-44,-8,-35,-46,-27,17,02/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-43,-7,-34,-46,-26,17,03/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-44,-9,-36,-47,-26,18,04/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-43,-8,-38,-50,-21,18,05/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,8200000000,0,2,1,3,2,0,0,2,1,,7,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-45,-11,-43,-48,-13,16,06/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-44,-14,-38,-50,-17,14,07/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-36,3,-21,-49,-60,24,08/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-37,-5,-28,-42,-23,14,09/06/2020,Malay,MYS,3,1,2,1,2,1,3,1,0,,1,1,2,1,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,75,75,82.14,82.14,76.79,76.79,77.08,77.08,75,75
MY,Malaysia,-35,-3,-24,-34,-23,13,10/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-33,-4,-21,-34,-23,13,11/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-36,-8,-26,-35,-20,13,12/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-38,-9,-25,-30,-13,10,13/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-37,-11,-19,-32,-16,8,14/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-31,-2,-15,-29,-23,11,15/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-31,-3,-15,-29,-22,10,16/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-31,-1,-15,-29,-22,11,17/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-31,-4,-18,-29,-23,12,18/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,4,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,67.86,67.86,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-33,-5,-19,-29,-19,12,19/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,54.63,54.63,64.29,64.29,63.69,63.69,61.81,61.81,75,75
MY,Malaysia,-34,-6,-19,-25,-12,9,20/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,54.63,54.63,64.29,64.29,63.69,63.69,61.81,61.81,75,75
MY,Malaysia,-33,-9,-12,-26,-17,7,21/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,54.63,54.63,64.29,64.29,63.69,63.69,61.81,61.81,75,75
MY,Malaysia,-26,2,-9,-24,-24,9,22/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,54.63,54.63,64.29,64.29,63.69,63.69,61.81,61.81,75,75
MY,Malaysia,-27,1,-13,-25,-23,10,23/06/2020,Malay,MYS,3,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,54.63,54.63,64.29,64.29,63.69,63.69,61.81,61.81,75,75
MY,Malaysia,-30,-2,-17,-28,-20,10,24/06/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-29,-2,-13,-27,-21,11,25/06/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-29,-3,-15,-27,-18,10,26/06/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-30,-4,-10,-21,-14,8,27/06/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-30,-7,-7,-23,-15,6,28/06/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-27,-1,-9,-25,-20,9,29/06/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,1,-10,-27,-19,8,30/06/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-24,2,-11,-25,-18,9,01/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,1,-8,-25,-18,9,02/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,1,-7,-24,-15,9,03/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,0,-3,-18,-13,7,04/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,-3,0,-19,-15,5,05/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,-1,-7,-24,-19,8,06/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,1,-10,-24,-20,8,07/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,4,-8,-24,-17,8,08/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,0,-8,-24,-17,9,09/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,1,-6,-23,-14,8,10/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,-2,0,-17,-14,7,11/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,-2,3,-18,-14,5,12/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-23,1,-8,-24,-18,8,13/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,3,-7,-23,-17,7,14/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,-1,-12,-30,-15,8,15/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-24,-6,-15,-31,-15,9,16/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,-5,-10,-29,-12,8,17/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-24,-8,-11,-27,-11,8,18/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-21,-4,-2,-27,-12,6,19/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,-2,-12,-29,-16,8,20/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-22,-1,-13,-30,-15,7,21/07/2020,Malay,MYS,2,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,50.93,50.93,60.71,60.71,61.31,61.31,59.03,59.03,75,75
MY,Malaysia,-24,-3,-16,-31,-17,9,22/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-21,0,-14,-29,-14,8,23/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-20,-1,-12,-27,-11,8,24/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-19,1,-6,-23,-11,6,25/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-19,0,-4,-26,-12,6,26/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-20,1,-11,-27,-16,7,27/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-19,3,-10,-24,-15,7,28/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-16,10,-3,-11,-18,5,29/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-12,24,9,-4,-33,5,30/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-31,-10,26,-30,-64,13,31/07/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-27,-5,20,-22,-35,6,01/08/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-22,-3,14,-9,-30,2,02/08/2020,Malay,MYS,1,1,2,1,2,1,2,1,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,47.22,47.22,57.14,57.14,58.93,58.93,56.25,56.25,75,75
MY,Malaysia,-14,11,7,-14,-25,6,03/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,8,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,6,-4,-23,-17,6,04/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,5,-7,-27,-15,7,05/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,3,-6,-28,-15,7,06/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,2,-5,-28,-11,6,07/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,1,-3,-24,-11,6,08/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,0,-1,-27,-11,5,09/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,3,-5,-29,-15,6,10/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-20,0,-9,-30,-15,6,11/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-20,0,-11,-31,-14,7,12/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-20,-1,-9,-30,-14,7,13/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-20,-2,-10,-31,-11,7,14/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-20,-2,-4,-28,-11,6,15/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-22,-5,-9,-31,-12,6,16/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-21,-1,-10,-31,-14,6,17/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-21,-2,-11,-31,-12,6,18/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,0,-6,-23,-13,5,19/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-11,10,27,-24,-50,14,20/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,1,10,-29,-20,8,21/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-22,-6,8,-23,-12,6,22/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-21,-7,5,-23,-16,4,23/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-17,3,-1,-24,-19,6,24/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-19,2,-10,-30,-13,5,25/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-19,2,-9,-30,-12,6,26/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-18,1,-8,-27,-12,6,27/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-16,3,-2,-22,-10,5,28/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
MY,Malaysia,-17,1,7,-12,-13,3,29/08/2020,Malay,MYS,2,0,2,1,2,1,2,1,0,,0,,2,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,,9,1,57.41,57.41,66.67,66.67,65.48,65.48,63.89,63.89,75,75
