country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MY,Malaysia,Kelantan,,,MY-03,,6/23/2020,-1,24,33,-4,-18,5
MY,Malaysia,Kelantan,,,MY-03,,6/24/2020,-5,15,26,-11,-15,5
MY,Malaysia,Kelantan,,,MY-03,,6/25/2020,-10,8,23,-20,-15,6
MY,Malaysia,Kelantan,,,MY-03,,6/26/2020,-9,4,17,-17,8,3
MY,Malaysia,Kelantan,,,MY-03,,6/27/2020,-8,7,27,-20,1,4
MY,Malaysia,Kelantan,,,MY-03,,6/28/2020,-3,16,30,-10,-14,4
MY,Malaysia,Kelantan,,,MY-03,,6/29/2020,-8,12,24,-9,-12,5
MY,Malaysia,Kelantan,,,MY-03,,6/30/2020,-5,13,24,-13,-11,5
MY,Malaysia,Kelantan,,,MY-03,,7/1/2020,-7,7,15,-19,-11,5
MY,Malaysia,Kelantan,,,MY-03,,7/2/2020,-7,6,15,-22,-11,6
MY,Malaysia,Kelantan,,,MY-03,,7/3/2020,-6,4,13,-15,8,3
MY,Malaysia,Kelantan,,,MY-03,,7/4/2020,-3,8,22,-22,1,3
MY,Malaysia,Kelantan,,,MY-03,,7/5/2020,0,14,27,-16,-13,3
MY,Malaysia,Kelantan,,,MY-03,,7/6/2020,-3,14,25,-17,-10,4
MY,Malaysia,Kelantan,,,MY-03,,7/7/2020,0,16,20,-14,-10,4
MY,Malaysia,Kelantan,,,MY-03,,7/8/2020,-2,12,17,-13,-7,4
MY,Malaysia,Kelantan,,,MY-03,,7/9/2020,-7,6,14,-19,-8,5
MY,Malaysia,Kelantan,,,MY-03,,7/10/2020,-2,6,13,-16,8,2
MY,Malaysia,Kelantan,,,MY-03,,7/11/2020,-7,3,17,-25,1,4
MY,Malaysia,Kelantan,,,MY-03,,7/12/2020,-1,11,20,-11,-10,4
MY,Malaysia,Kelantan,,,MY-03,,7/13/2020,-3,15,20,-9,-8,4
MY,Malaysia,Kelantan,,,MY-03,,7/14/2020,-3,16,17,-13,-6,4
MY,Malaysia,Kelantan,,,MY-03,,7/15/2020,-6,4,1,-22,-4,4
MY,Malaysia,Kelantan,,,MY-03,,7/16/2020,-11,-3,0,-28,-4,5
MY,Malaysia,Kelantan,,,MY-03,,7/17/2020,-8,-2,3,-25,7,3
MY,Malaysia,Kelantan,,,MY-03,,7/18/2020,-10,-3,3,-33,2,4
MY,Malaysia,Kelantan,,,MY-03,,7/19/2020,-6,2,4,-23,-6,4
MY,Malaysia,Kelantan,,,MY-03,,7/20/2020,-9,5,1,-23,-5,4
MY,Malaysia,Kelantan,,,MY-03,,7/21/2020,-6,8,2,-24,-5,4
MY,Malaysia,Kelantan,,,MY-03,,7/22/2020,-6,6,-4,-25,-4,4
MY,Malaysia,Kelantan,,,MY-03,,7/23/2020,-5,10,-2,-26,-4,3
MY,Malaysia,Kelantan,,,MY-03,,7/24/2020,-2,10,1,-19,7,2
MY,Malaysia,Kelantan,,,MY-03,,7/25/2020,-1,12,11,-21,1,2
MY,Malaysia,Kelantan,,,MY-03,,7/26/2020,5,19,13,-16,-6,2
MY,Malaysia,Kelantan,,,MY-03,,7/27/2020,5,26,20,-6,-6,3
MY,Malaysia,Kelantan,,,MY-03,,7/28/2020,13,34,35,4,-7,3
MY,Malaysia,Kelantan,,,MY-03,,7/29/2020,35,63,81,50,-8,0
MY,Malaysia,Kelantan,,,MY-03,,7/30/2020,45,99,129,50,-27,5
MY,Malaysia,Kelantan,,,MY-03,,7/31/2020,0,-27,131,0,-27,-2
MY,Malaysia,Kelantan,,,MY-03,,8/1/2020,22,47,159,8,-37,2
MY,Malaysia,Kelantan,,,MY-03,,8/2/2020,44,77,161,39,-53,4
MY,Malaysia,Kelantan,,,MY-03,,8/3/2020,36,68,102,43,-22,2
MY,Malaysia,Kelantan,,,MY-03,,8/4/2020,19,38,59,16,-12,3
MY,Malaysia,Kelantan,,,MY-03,,8/5/2020,7,23,26,3,-8,4
MY,Malaysia,Kelantan,,,MY-03,,8/6/2020,1,15,16,-11,-7,4
MY,Malaysia,Kelantan,,,MY-03,,8/7/2020,-1,7,10,-9,5,1
MY,Malaysia,Kelantan,,,MY-03,,8/8/2020,-3,6,13,-20,1,3
MY,Malaysia,Kelantan,,,MY-03,,8/9/2020,0,9,10,-18,-4,2
MY,Malaysia,Kelantan,,,MY-03,,8/10/2020,-3,9,6,-17,-5,2
MY,Malaysia,Kelantan,,,MY-03,,8/11/2020,-6,3,4,-16,-6,3
MY,Malaysia,Kelantan,,,MY-03,,8/12/2020,-1,5,2,-15,-5,3
MY,Malaysia,Kelantan,,,MY-03,,8/13/2020,-6,-1,1,-21,-5,3
MY,Malaysia,Kelantan,,,MY-03,,8/14/2020,-2,0,1,-20,2,2
MY,Malaysia,Kelantan,,,MY-03,,8/15/2020,-4,-3,10,-29,1,3
MY,Malaysia,Kelantan,,,MY-03,,8/16/2020,-2,2,6,-23,-4,2
MY,Malaysia,Kelantan,,,MY-03,,8/17/2020,-4,3,4,,-4,2
MY,Malaysia,Kelantan,,,MY-03,,8/18/2020,-4,2,3,,-3,2
MY,Malaysia,Kelantan,,,MY-03,,8/19/2020,7,10,14,,-3,-1
MY,Malaysia,Kelantan,,,MY-03,,8/20/2020,12,18,51,,-42,6
MY,Malaysia,Kelantan,,,MY-03,,8/21/2020,11,11,27,,-2,0
MY,Malaysia,Kelantan,,,MY-03,,8/22/2020,13,12,40,,-3,0
MY,Malaysia,Kelantan,,,MY-03,,8/23/2020,17,22,38,,-20,2
MY,Malaysia,Kelantan,,,MY-03,,8/24/2020,7,17,21,,-17,2
MY,Malaysia,Kelantan,,,MY-03,,8/25/2020,2,12,7,,-3,1
MY,Malaysia,Kelantan,,,MY-03,,8/26/2020,3,11,6,,-2,2
MY,Malaysia,Kelantan,,,MY-03,,8/27/2020,-1,3,4,,-2,1
MY,Malaysia,Kelantan,,,MY-03,,8/28/2020,6,3,14,,1,0
MY,Malaysia,Kelantan,,,MY-03,,8/29/2020,11,11,33,,-2,1
MY,Malaysia,Kelantan,,,MY-03,,8/30/2020,28,29,37,,-10,-1
MY,Malaysia,Kelantan,,,MY-03,,8/31/2020,14,26,67,,-52,5
MY,Malaysia,Kelantan,,,MY-03,,9/1/2020,3,10,14,,-4,1
MY,Malaysia,Kelantan,,,MY-03,,9/2/2020,2,7,7,,-1,2
MY,Malaysia,Kelantan,,,MY-03,,9/3/2020,-1,2,1,,-3,3
MY,Malaysia,Kelantan,,,MY-03,,9/4/2020,2,-1,4,,-2,3
MY,Malaysia,Kelantan,,,MY-03,,9/5/2020,-1,-3,7,,-3,3
MY,Malaysia,Kelantan,,,MY-03,,9/6/2020,2,3,1,,-4,3
MY,Malaysia,Kelantan,,,MY-03,,9/7/2020,1,6,6,,-5,2
MY,Malaysia,Kelantan,,,MY-03,,9/8/2020,2,5,5,,-3,2
MY,Malaysia,Kelantan,,,MY-03,,9/9/2020,2,7,3,,-1,2
MY,Malaysia,Kelantan,,,MY-03,,9/10/2020,-3,1,1,,-4,2
MY,Malaysia,Kelantan,,,MY-03,,9/11/2020,0,-4,0,-19,-3,0
MY,Malaysia,Kelantan,,,MY-03,,9/12/2020,1,-2,12,-24,-4,0
MY,Malaysia,Kelantan,,,MY-03,,9/13/2020,5,3,8,-17,-4,1
MY,Malaysia,Kelantan,,,MY-03,,9/14/2020,2,6,7,-20,-3,2
MY,Malaysia,Kelantan,,,MY-03,,9/15/2020,4,6,11,-11,-1,1
MY,Malaysia,Kelantan,,,MY-03,,9/16/2020,8,16,41,2,-48,8
MY,Malaysia,Kelantan,,,MY-03,,9/17/2020,-2,-1,3,-28,-9,4
MY,Malaysia,Kelantan,,,MY-03,,9/18/2020,0,-3,6,-16,-2,3
MY,Malaysia,Kelantan,,,MY-03,,9/19/2020,0,-3,18,-17,-6,3
MY,Malaysia,Kelantan,,,MY-03,,9/20/2020,3,2,5,-9,-5,4
MY,Malaysia,Kelantan,,,MY-03,,9/21/2020,-1,1,7,-21,-4,4
MY,Malaysia,Kelantan,,,MY-03,,9/22/2020,-4,-1,2,-23,-3,4
MY,Malaysia,Kelantan,,,MY-03,,9/23/2020,-7,0,-5,-15,-3,5
MY,Malaysia,Kelantan,,,MY-03,,9/24/2020,-6,0,-3,-16,-5,5
MY,Malaysia,Kelantan,,,MY-03,,9/25/2020,0,4,3,-2,-6,5
MY,Malaysia,Kelantan,,,MY-03,,9/26/2020,3,5,15,-11,-6,4
MY,Malaysia,Kelantan,,,MY-03,,9/27/2020,3,8,5,-8,-6,5
MY,Malaysia,Kelantan,,,MY-03,,9/28/2020,-4,5,0,-14,-6,6
MY,Malaysia,Kelantan,,,MY-03,,9/29/2020,-5,1,-3,-17,-5,6
MY,Malaysia,Kelantan,,,MY-03,,9/30/2020,-3,6,-8,-11,-6,3
MY,Malaysia,Kelantan,,,MY-03,,10/1/2020,-11,-4,-13,-21,-9,1
MY,Malaysia,Kelantan,,,MY-03,,10/2/2020,-13,-9,-8,-14,-14,1
MY,Malaysia,Kelantan,,,MY-03,,10/3/2020,-7,-4,0,-16,-14,1
MY,Malaysia,Kelantan,,,MY-03,,10/4/2020,-8,-4,-7,-12,-11,1
MY,Malaysia,Kelantan,,,MY-03,,10/5/2020,-12,-6,-16,-21,-11,2
MY,Malaysia,Kelantan,,,MY-03,,10/6/2020,-13,-7,-16,-23,-9,2
MY,Malaysia,Kelantan,,,MY-03,,10/7/2020,-10,-3,-15,-27,-7,3
MY,Malaysia,Kelantan,,,MY-03,,10/8/2020,-9,-5,-6,-24,-6,4
MY,Malaysia,Kelantan,,,MY-03,,10/9/2020,-7,-5,-4,-19,-9,5
MY,Malaysia,Kelantan,,,MY-03,,10/10/2020,-6,-5,4,-22,-10,7
MY,Malaysia,Kelantan,,,MY-03,,10/11/2020,0,1,1,-18,-7,5
MY,Malaysia,Kelantan,,,MY-03,,10/12/2020,-10,-5,-7,-24,-8,7
MY,Malaysia,Kelantan,,,MY-03,,10/13/2020,-8,-2,-5,-19,-6,6
MY,Malaysia,Kelantan,,,MY-03,,10/14/2020,-7,-2,-15,-20,-5,6
MY,Malaysia,Kelantan,,,MY-03,,10/15/2020,-13,-10,-23,-39,-6,7
MY,Malaysia,Kelantan,,,MY-03,,10/16/2020,-10,-5,-15,-31,-8,6
MY,Malaysia,Kelantan,,,MY-03,,10/17/2020,-13,-10,-19,-35,-8,8
MY,Malaysia,Kelantan,,,MY-03,,10/18/2020,-9,-7,-19,-37,-6,7
MY,Malaysia,Kelantan,,,MY-03,,10/19/2020,-11,-5,-19,-36,-6,7
MY,Malaysia,Kelantan,,,MY-03,,10/20/2020,-11,-5,-14,-37,-5,7
MY,Malaysia,Kelantan,,,MY-03,,10/21/2020,-8,-1,-16,-30,-4,6
MY,Malaysia,Kelantan,,,MY-03,,10/22/2020,-13,-10,-17,-40,-5,7
MY,Malaysia,Kelantan,,,MY-03,,10/23/2020,-10,-5,-13,-35,-9,6
MY,Malaysia,Kelantan,,,MY-03,,10/24/2020,-6,-2,-7,-36,-8,5
MY,Malaysia,Kelantan,,,MY-03,,10/25/2020,-4,-1,-12,-39,-5,5
MY,Malaysia,Kelantan,,,MY-03,,10/26/2020,-2,7,-10,-32,-6,4
MY,Malaysia,Kelantan,,,MY-03,,10/27/2020,-5,4,-12,-31,-5,5
MY,Malaysia,Kelantan,,,MY-03,,10/28/2020,3,9,-7,-18,-4,2
MY,Malaysia,Kelantan,,,MY-03,,10/29/2020,-1,10,8,-26,-49,11
MY,Malaysia,Kelantan,,,MY-03,,10/30/2020,0,4,-3,-22,-15,3
MY,Malaysia,Kelantan,,,MY-03,,10/31/2020,-1,2,-3,-27,-11,3
MY,Malaysia,Kelantan,,,MY-03,,11/1/2020,-1,2,-12,-23,-7,5
MY,Malaysia,Kelantan,,,MY-03,,11/2/2020,-7,-1,-18,-30,-8,6
MY,Malaysia,Kelantan,,,MY-03,,11/3/2020,-9,-4,-19,-33,-6,7
MY,Malaysia,Kelantan,,,MY-03,,11/4/2020,-6,1,-16,-28,-4,6
MY,Malaysia,Kelantan,,,MY-03,,11/5/2020,-8,-6,-11,-36,-5,6
MY,Malaysia,Kelantan,,,MY-03,,11/6/2020,-8,-6,-8,-33,-9,6
MY,Malaysia,Kelantan,,,MY-03,,11/7/2020,-7,-6,-9,-36,-7,8
MY,Malaysia,Kelantan,,,MY-03,,11/8/2020,-1,-3,-11,-25,-4,5
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/15/2020,4,-1,5,-10,7,-1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/16/2020,-2,-7,2,-19,0,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/17/2020,-6,-5,-1,-16,2,2
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/18/2020,-5,-9,2,-18,3,3
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/19/2020,-7,-5,8,-9,5,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/20/2020,-5,-8,-4,-15,4,2
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/21/2020,-7,-6,-2,-5,8,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/22/2020,-3,-6,-5,-7,8,0
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/23/2020,-5,-9,2,-9,3,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/24/2020,1,0,7,-13,3,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/25/2020,4,-2,10,-7,4,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/26/2020,0,-1,25,-1,4,-1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/27/2020,-3,-4,4,-13,5,0
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/28/2020,7,3,13,4,9,-1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,2/29/2020,16,5,16,8,9,-4
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/1/2020,9,0,28,-3,1,-2
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/2/2020,4,4,5,-4,2,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/3/2020,5,0,-1,-4,6,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/4/2020,1,4,7,2,5,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/5/2020,-4,-2,1,-6,5,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/6/2020,1,2,43,-4,11,0
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/7/2020,9,6,64,7,10,-2
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/8/2020,7,2,56,-1,2,-1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/9/2020,1,-2,3,-6,1,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/10/2020,1,-2,0,-9,2,2
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/11/2020,1,4,5,2,4,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/12/2020,-8,-2,0,-6,1,1
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/13/2020,-8,2,-8,11,5,0
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/14/2020,-18,-2,-14,5,2,2
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/15/2020,-22,-11,-10,-7,-7,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/16/2020,-15,0,-4,3,-11,5
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/17/2020,-12,10,-7,12,-11,3
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/18/2020,-58,-19,-31,-20,-36,18
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/19/2020,-71,-34,-48,-59,-42,26
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/20/2020,-73,-32,-52,-74,-45,30
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/21/2020,-76,-38,-66,-78,-45,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/22/2020,-84,-59,-69,-89,-47,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/23/2020,-74,-43,-56,-85,-54,32
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/24/2020,-76,-45,-53,-84,-54,32
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/25/2020,-72,-36,-49,-81,-53,31
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/26/2020,-71,-40,-55,-82,-51,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/27/2020,-73,-38,-56,-85,-49,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/28/2020,-78,-49,-66,-85,-45,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/29/2020,-81,-59,-70,-89,-42,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/30/2020,-74,-41,-54,-85,-50,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,3/31/2020,-71,-40,-50,-80,-50,31
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/1/2020,-72,-39,-51,-81,-50,31
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/2/2020,-74,-40,-52,-84,-52,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/3/2020,-74,-39,-53,-88,-47,34
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/4/2020,-77,-47,-67,-88,-43,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/5/2020,-81,-53,-70,-91,-45,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/6/2020,-70,-37,-48,-83,-49,32
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/7/2020,-71,-40,-45,-78,-51,32
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/8/2020,-70,-36,-43,-80,-49,31
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/9/2020,-74,-40,-50,-82,-52,35
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/10/2020,-71,-36,-46,-88,-48,35
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/11/2020,-74,-41,-61,-86,-44,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/12/2020,-79,-53,-68,-90,-44,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/13/2020,-67,-39,-43,-84,-48,32
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/14/2020,-70,-40,-44,-78,-49,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/15/2020,-69,-40,-47,-77,-49,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/16/2020,-81,-42,-44,-83,-50,34
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/17/2020,-81,-41,-47,-84,-46,35
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/18/2020,-84,-52,-60,-85,-44,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/19/2020,-86,-55,-64,-90,-44,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/20/2020,-80,-42,-38,-82,-47,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/21/2020,-81,-42,-44,-80,-48,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/22/2020,-79,-38,-41,-78,-47,32
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/23/2020,-78,-33,-41,-79,-47,32
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/24/2020,-80,-34,-49,-87,-46,35
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/25/2020,-84,-41,-63,-86,-43,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/26/2020,-84,-49,-61,-88,-42,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/27/2020,-78,-36,-36,-80,-45,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/28/2020,-80,-37,-42,-79,-47,33
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/29/2020,-79,-31,-38,-77,-45,30
MY,Malaysia,Labuan Federal Territory,,,MY-15,,4/30/2020,-81,-29,-45,-73,-45,31
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/1/2020,-81,-23,-50,-82,-65,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/2/2020,-82,-34,-61,-80,-41,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/3/2020,-83,-37,-59,-86,-35,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/4/2020,-70,-23,-41,-66,-32,26
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/5/2020,-71,-22,-41,-63,-33,27
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/6/2020,-70,-10,-39,-62,-32,26
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/7/2020,-71,-12,-37,-62,-60,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/8/2020,-69,-11,-45,-66,-26,27
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/9/2020,-69,-16,-51,-63,-23,21
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/10/2020,-70,-20,-51,-71,-27,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/11/2020,-71,-11,-33,-64,-60,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/12/2020,-68,-20,-41,-49,-28,24
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/13/2020,-66,-12,-32,-53,-27,22
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/14/2020,-63,-14,-35,-54,-26,22
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/15/2020,-62,-10,-36,-59,-21,21
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/16/2020,-61,-13,-48,-61,-19,17
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/17/2020,-64,-20,-45,-69,-22,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/18/2020,-60,-7,-31,-55,-24,21
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/19/2020,-58,-7,-27,-53,-26,21
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/20/2020,-57,1,-33,-53,-26,21
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/21/2020,-56,-2,-35,-50,-26,22
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/22/2020,-56,8,-35,-57,-22,21
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/23/2020,-55,11,-43,-62,-23,15
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/24/2020,-69,-38,-13,-82,-34,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/25/2020,-63,-16,0,-71,-67,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/26/2020,-60,-15,-14,-60,-61,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/27/2020,-56,-14,-22,-61,-29,23
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/28/2020,-57,-14,-25,-60,-25,22
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/29/2020,-54,-11,-28,-62,-21,22
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/30/2020,-58,-14,-41,-68,-28,19
MY,Malaysia,Labuan Federal Territory,,,MY-15,,5/31/2020,-58,-19,-29,-76,-15,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/1/2020,-57,-15,-27,-67,-54,31
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/2/2020,-50,-13,-26,-47,-17,17
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/3/2020,-55,-13,-23,-53,-19,19
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/4/2020,-55,-14,-29,-57,-17,19
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/5/2020,-45,-14,-30,-63,-12,19
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/6/2020,-45,-12,-39,-59,-5,14
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/7/2020,-53,-26,-51,-72,-12,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/8/2020,-44,-6,-7,-53,-56,29
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/9/2020,-39,-15,-19,-46,-15,16
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/10/2020,-39,-12,-22,-40,-16,16
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/11/2020,-35,-12,-22,-39,-14,15
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/12/2020,-34,-11,-26,-45,-11,15
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/13/2020,-38,-13,-35,-46,-4,12
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/14/2020,-41,-16,-31,-52,-8,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/15/2020,-25,-7,-17,-28,-15,13
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/16/2020,-26,-7,-11,-22,-15,12
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/17/2020,-28,-4,-13,-26,-16,13
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/18/2020,-33,-13,-20,-24,-16,13
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/19/2020,-26,-9,-21,-32,-11,13
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/20/2020,-32,-10,-35,-33,-7,9
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/21/2020,-35,-14,-27,-39,-14,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/22/2020,-18,-5,-18,-18,-17,11
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/23/2020,-20,-6,-11,-16,-17,11
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/24/2020,-24,-4,-10,-18,-16,10
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/25/2020,-28,-11,-22,-26,-17,11
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/26/2020,-25,-5,-17,-30,-13,10
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/27/2020,-25,-6,-29,-28,-13,8
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/28/2020,-28,-5,-21,-36,-17,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/29/2020,-23,-9,-13,-28,-16,10
MY,Malaysia,Labuan Federal Territory,,,MY-15,,6/30/2020,-17,-9,-8,-18,-15,9
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/1/2020,-19,0,-10,-17,-14,8
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/2/2020,-20,-9,-8,-27,-16,10
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/3/2020,-18,-3,-16,-29,-11,9
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/4/2020,-17,-4,-16,-23,-8,5
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/5/2020,-23,-9,-16,-25,-16,
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/6/2020,-18,-6,-9,-25,-16,8
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/7/2020,-14,-8,-15,-17,-16,9
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/8/2020,-11,-2,-7,-12,-14,8
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/9/2020,-15,-9,-11,-18,-16,7
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/10/2020,-14,-10,-17,-27,-12,8
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/11/2020,-9,0,-12,-21,-9,4
MY,Malaysia,Labuan Federal Territory,,,MY-15,,7/12/2020,-14,-9,-12,-25,-13,
