country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MY,Malaysia,,,,,,2/15/2020,-4,-3,0,-3,2,2
MY,Malaysia,,,,,,2/16/2020,-6,-4,0,-3,0,2
MY,Malaysia,,,,,,2/17/2020,-5,-3,-4,-6,2,2
MY,Malaysia,,,,,,2/18/2020,-8,-7,-8,-9,2,2
MY,Malaysia,,,,,,2/19/2020,-6,-4,-3,-7,2,2
MY,Malaysia,,,,,,2/20/2020,-2,-4,-2,-5,2,1
MY,Malaysia,,,,,,2/21/2020,-4,-5,-3,-3,5,2
MY,Malaysia,,,,,,2/22/2020,-4,-6,2,-1,2,1
MY,Malaysia,,,,,,2/23/2020,-6,-6,0,-1,0,1
MY,Malaysia,,,,,,2/24/2020,-4,-4,-5,-6,2,2
MY,Malaysia,,,,,,2/25/2020,-4,-4,-4,-8,3,1
MY,Malaysia,,,,,,2/26/2020,-4,-4,-4,-7,3,1
MY,Malaysia,,,,,,2/27/2020,-3,-3,-3,-4,3,1
MY,Malaysia,,,,,,2/28/2020,0,-1,-1,0,6,1
MY,Malaysia,,,,,,2/29/2020,3,1,6,3,2,0
MY,Malaysia,,,,,,3/1/2020,0,1,4,4,0,0
MY,Malaysia,,,,,,3/2/2020,-1,0,-4,-4,2,1
MY,Malaysia,,,,,,3/3/2020,-3,-2,-7,-8,3,1
MY,Malaysia,,,,,,3/4/2020,-2,1,-3,-7,2,2
MY,Malaysia,,,,,,3/5/2020,-3,-3,-7,-6,2,2
MY,Malaysia,,,,,,3/6/2020,-2,0,-4,-5,6,1
MY,Malaysia,,,,,,3/7/2020,-2,1,-2,-4,2,1
MY,Malaysia,,,,,,3/8/2020,-2,1,2,-1,1,1
MY,Malaysia,,,,,,3/9/2020,-3,0,-4,-7,2,1
MY,Malaysia,,,,,,3/10/2020,-5,-2,-7,-10,2,1
MY,Malaysia,,,,,,3/11/2020,-5,-1,-7,-10,2,2
MY,Malaysia,,,,,,3/12/2020,-6,-2,-6,-7,2,2
MY,Malaysia,,,,,,3/13/2020,-5,1,-5,-2,4,1
MY,Malaysia,,,,,,3/14/2020,-9,-1,0,-1,-3,2
MY,Malaysia,,,,,,3/15/2020,-10,-3,6,-2,-9,2
MY,Malaysia,,,,,,3/16/2020,-3,25,7,-4,-11,2
MY,Malaysia,,,,,,3/17/2020,-5,30,-5,3,-11,1
MY,Malaysia,,,,,,3/18/2020,-56,-14,-32,-36,-50,23
MY,Malaysia,,,,,,3/19/2020,-67,-24,-45,-58,-56,30
MY,Malaysia,,,,,,3/20/2020,-72,-30,-56,-71,-59,35
MY,Malaysia,,,,,,3/21/2020,-77,-39,-65,-75,-55,32
MY,Malaysia,,,,,,3/22/2020,-83,-62,-68,-81,-55,31
MY,Malaysia,,,,,,3/23/2020,-78,-49,-57,-78,-69,38
MY,Malaysia,,,,,,3/24/2020,-78,-47,-57,-78,-68,37
MY,Malaysia,,,,,,3/25/2020,-76,-42,-56,-77,-67,37
MY,Malaysia,,,,,,3/26/2020,-76,-43,-57,-77,-67,38
MY,Malaysia,,,,,,3/27/2020,-77,-43,-62,-80,-64,39
MY,Malaysia,,,,,,3/28/2020,-80,-52,-68,-81,-56,35
MY,Malaysia,,,,,,3/29/2020,-81,-58,-68,-83,-52,31
MY,Malaysia,,,,,,3/30/2020,-76,-46,-57,-79,-65,37
MY,Malaysia,,,,,,3/31/2020,-76,-45,-57,-78,-65,36
MY,Malaysia,,,,,,4/1/2020,-77,-48,-57,-79,-65,36
MY,Malaysia,,,,,,4/2/2020,-77,-48,-58,-79,-65,39
MY,Malaysia,,,,,,4/3/2020,-78,-49,-62,-82,-63,40
MY,Malaysia,,,,,,4/4/2020,-81,-55,-69,-83,-55,36
MY,Malaysia,,,,,,4/5/2020,-81,-58,-68,-84,-51,31
MY,Malaysia,,,,,,4/6/2020,-75,-44,-57,-79,-64,37
MY,Malaysia,,,,,,4/7/2020,-75,-43,-57,-79,-65,36
MY,Malaysia,,,,,,4/8/2020,-76,-44,-57,-79,-65,37
MY,Malaysia,,,,,,4/9/2020,-74,-42,-58,-79,-64,38
MY,Malaysia,,,,,,4/10/2020,-77,-46,-62,-82,-63,40
MY,Malaysia,,,,,,4/11/2020,-78,-49,-68,-82,-53,35
MY,Malaysia,,,,,,4/12/2020,-80,-55,-67,-83,-50,31
MY,Malaysia,,,,,,4/13/2020,-73,-41,-56,-78,-62,36
MY,Malaysia,,,,,,4/14/2020,-74,-44,-56,-78,-63,36
MY,Malaysia,,,,,,4/15/2020,-76,-46,-57,-79,-63,38
MY,Malaysia,,,,,,4/16/2020,-79,-42,-54,-77,-63,39
MY,Malaysia,,,,,,4/17/2020,-81,-44,-59,-80,-61,40
MY,Malaysia,,,,,,4/18/2020,-84,-56,-69,-82,-53,36
MY,Malaysia,,,,,,4/19/2020,-84,-58,-68,-83,-49,31
MY,Malaysia,,,,,,4/20/2020,-78,-45,-56,-78,-61,36
MY,Malaysia,,,,,,4/21/2020,-78,-44,-56,-77,-61,35
MY,Malaysia,,,,,,4/22/2020,-79,-44,-56,-77,-60,36
MY,Malaysia,,,,,,4/23/2020,-75,-37,-56,-76,-60,36
MY,Malaysia,,,,,,4/24/2020,-81,-44,-63,-82,-61,40
MY,Malaysia,,,,,,4/25/2020,-83,-50,-69,-82,-51,35
MY,Malaysia,,,,,,4/26/2020,-83,-54,-68,-83,-49,31
MY,Malaysia,,,,,,4/27/2020,-78,-42,-56,-78,-58,36
MY,Malaysia,,,,,,4/28/2020,-78,-42,-56,-77,-59,34
MY,Malaysia,,,,,,4/29/2020,-78,-41,-55,-76,-58,34
MY,Malaysia,,,,,,4/30/2020,-76,-33,-56,-73,-56,35
MY,Malaysia,,,,,,5/1/2020,-79,-35,-63,-78,-70,41
MY,Malaysia,,,,,,5/2/2020,-80,-41,-67,-75,-45,33
MY,Malaysia,,,,,,5/3/2020,-80,-45,-66,-77,-44,29
MY,Malaysia,,,,,,5/4/2020,-70,-26,-53,-66,-45,29
MY,Malaysia,,,,,,5/5/2020,-68,-23,-52,-64,-45,28
MY,Malaysia,,,,,,5/6/2020,-66,-18,-50,-61,-44,27
MY,Malaysia,,,,,,5/7/2020,-64,-15,-50,-64,-59,32
MY,Malaysia,,,,,,5/8/2020,-65,-19,-53,-62,-39,28
MY,Malaysia,,,,,,5/9/2020,-66,-23,-59,-61,-31,25
MY,Malaysia,,,,,,5/10/2020,-65,-26,-58,-62,-33,21
MY,Malaysia,,,,,,5/11/2020,-60,-12,-47,-60,-49,27
MY,Malaysia,,,,,,5/12/2020,-60,-15,-47,-56,-36,23
MY,Malaysia,,,,,,5/13/2020,-58,-11,-45,-54,-34,23
MY,Malaysia,,,,,,5/14/2020,-56,-11,-45,-55,-34,22
MY,Malaysia,,,,,,5/15/2020,-57,-12,-49,-58,-29,22
MY,Malaysia,,,,,,5/16/2020,-59,-18,-56,-57,-23,21
MY,Malaysia,,,,,,5/17/2020,-59,-19,-55,-59,-26,20
MY,Malaysia,,,,,,5/18/2020,-52,-7,-42,-52,-31,20
MY,Malaysia,,,,,,5/19/2020,-51,-5,-41,-50,-31,19
MY,Malaysia,,,,,,5/20/2020,-48,-2,-40,-48,-32,20
MY,Malaysia,,,,,,5/21/2020,-47,0,-39,-48,-32,21
MY,Malaysia,,,,,,5/22/2020,-47,4,-44,-52,-31,21
MY,Malaysia,,,,,,5/23/2020,-53,-1,-50,-51,-30,19
MY,Malaysia,,,,,,5/24/2020,-66,-47,-34,-55,-43,15
MY,Malaysia,,,,,,5/25/2020,-54,-16,-27,-58,-71,28
MY,Malaysia,,,,,,5/26/2020,-50,-8,-34,-57,-64,27
MY,Malaysia,,,,,,5/27/2020,-46,-6,-36,-52,-39,21
MY,Malaysia,,,,,,5/28/2020,-46,-8,-38,-52,-34,21
MY,Malaysia,,,,,,5/29/2020,-48,-11,-43,-55,-28,22
MY,Malaysia,,,,,,5/30/2020,-52,-16,-50,-53,-18,19
MY,Malaysia,,,,,,5/31/2020,-51,-18,-47,-56,-19,17
MY,Malaysia,,,,,,6/1/2020,-45,-9,-35,-48,-29,18
MY,Malaysia,,,,,,6/2/2020,-44,-8,-35,-46,-27,17
MY,Malaysia,,,,,,6/3/2020,-43,-7,-34,-46,-26,17
MY,Malaysia,,,,,,6/4/2020,-44,-9,-36,-47,-26,18
MY,Malaysia,,,,,,6/5/2020,-43,-8,-38,-50,-21,18
MY,Malaysia,,,,,,6/6/2020,-45,-11,-43,-48,-13,16
MY,Malaysia,,,,,,6/7/2020,-44,-14,-38,-50,-17,14
MY,Malaysia,,,,,,6/8/2020,-36,3,-21,-49,-60,24
MY,Malaysia,,,,,,6/9/2020,-37,-5,-28,-42,-23,14
MY,Malaysia,,,,,,6/10/2020,-35,-3,-24,-34,-23,13
MY,Malaysia,,,,,,6/11/2020,-33,-4,-21,-34,-23,13
MY,Malaysia,,,,,,6/12/2020,-36,-8,-26,-35,-20,13
MY,Malaysia,,,,,,6/13/2020,-38,-9,-25,-30,-13,10
MY,Malaysia,,,,,,6/14/2020,-37,-11,-19,-32,-16,8
MY,Malaysia,,,,,,6/15/2020,-31,-2,-15,-29,-23,11
MY,Malaysia,,,,,,6/16/2020,-31,-3,-15,-29,-22,10
MY,Malaysia,,,,,,6/17/2020,-31,-1,-15,-29,-22,11
MY,Malaysia,,,,,,6/18/2020,-31,-4,-18,-29,-23,12
MY,Malaysia,,,,,,6/19/2020,-33,-5,-19,-29,-19,12
MY,Malaysia,,,,,,6/20/2020,-34,-6,-19,-25,-12,9
MY,Malaysia,,,,,,6/21/2020,-33,-9,-12,-26,-17,7
MY,Malaysia,,,,,,6/22/2020,-26,2,-9,-24,-24,9
MY,Malaysia,,,,,,6/23/2020,-27,1,-13,-25,-23,10
MY,Malaysia,,,,,,6/24/2020,-30,-2,-17,-28,-20,10
MY,Malaysia,,,,,,6/25/2020,-29,-2,-13,-27,-21,11
MY,Malaysia,,,,,,6/26/2020,-29,-3,-15,-27,-18,10
MY,Malaysia,,,,,,6/27/2020,-30,-4,-10,-21,-14,8
MY,Malaysia,,,,,,6/28/2020,-30,-7,-7,-23,-15,6
MY,Malaysia,,,,,,6/29/2020,-27,-1,-9,-25,-20,9
MY,Malaysia,,,,,,6/30/2020,-23,1,-10,-27,-19,8
MY,Malaysia,,,,,,7/1/2020,-24,2,-11,-25,-18,9
MY,Malaysia,,,,,,7/2/2020,-23,1,-8,-25,-18,9
MY,Malaysia,,,,,,7/3/2020,-23,1,-7,-24,-15,9
MY,Malaysia,,,,,,7/4/2020,-23,0,-3,-18,-13,7
MY,Malaysia,,,,,,7/5/2020,-23,-3,0,-19,-15,5
MY,Malaysia,,,,,,7/6/2020,-23,-1,-7,-24,-19,8
MY,Malaysia,,,,,,7/7/2020,-22,1,-10,-24,-20,8
MY,Malaysia,,,,,,7/8/2020,-22,4,-8,-24,-17,8
MY,Malaysia,,,,,,7/9/2020,-23,0,-8,-24,-17,9
MY,Malaysia,,,,,,7/10/2020,-22,1,-6,-23,-14,8
MY,Malaysia,,,,,,7/11/2020,-23,-2,0,-17,-14,7
MY,Malaysia,,,,,,7/12/2020,-22,-2,3,-18,-14,5
MY,Malaysia,,,,,,7/13/2020,-23,1,-8,-24,-18,8
MY,Malaysia,,,,,,7/14/2020,-22,3,-7,-23,-17,7
MY,Malaysia,,,,,,7/15/2020,-22,-1,-12,-30,-15,8
MY,Malaysia,,,,,,7/16/2020,-24,-6,-15,-31,-15,9
MY,Malaysia,,,,,,7/17/2020,-22,-5,-10,-29,-12,8
MY,Malaysia,,,,,,7/18/2020,-24,-8,-11,-27,-11,8
MY,Malaysia,,,,,,7/19/2020,-21,-4,-2,-27,-12,6
MY,Malaysia,,,,,,7/20/2020,-22,-2,-12,-29,-16,8
MY,Malaysia,,,,,,7/21/2020,-22,-1,-13,-30,-15,7
MY,Malaysia,,,,,,7/22/2020,-24,-3,-16,-31,-17,9
MY,Malaysia,,,,,,7/23/2020,-21,0,-14,-29,-14,8
MY,Malaysia,,,,,,7/24/2020,-20,-1,-12,-27,-11,8
MY,Malaysia,,,,,,7/25/2020,-19,1,-6,-23,-11,6
MY,Malaysia,,,,,,7/26/2020,-19,0,-4,-26,-12,6
MY,Malaysia,,,,,,7/27/2020,-20,1,-11,-27,-16,7
MY,Malaysia,,,,,,7/28/2020,-19,3,-10,-24,-15,7
MY,Malaysia,,,,,,7/29/2020,-16,10,-3,-11,-18,5
MY,Malaysia,,,,,,7/30/2020,-12,24,9,-4,-33,5
MY,Malaysia,,,,,,7/31/2020,-31,-10,26,-30,-64,13
MY,Malaysia,,,,,,8/1/2020,-27,-5,20,-22,-35,6
MY,Malaysia,,,,,,8/2/2020,-22,-3,14,-9,-30,2
MY,Malaysia,,,,,,8/3/2020,-14,11,7,-14,-25,6
MY,Malaysia,,,,,,8/4/2020,-18,6,-4,-23,-17,6
MY,Malaysia,,,,,,8/5/2020,-18,5,-7,-27,-15,7
MY,Malaysia,,,,,,8/6/2020,-18,3,-6,-28,-15,7
MY,Malaysia,,,,,,8/7/2020,-18,2,-5,-28,-11,6
MY,Malaysia,,,,,,8/8/2020,-18,1,-3,-24,-11,6
MY,Malaysia,,,,,,8/9/2020,-18,0,-1,-27,-11,5
MY,Malaysia,,,,,,8/10/2020,-18,3,-5,-29,-15,6
MY,Malaysia,,,,,,8/11/2020,-20,0,-9,-30,-15,6
MY,Malaysia,,,,,,8/12/2020,-20,0,-11,-31,-14,7
MY,Malaysia,,,,,,8/13/2020,-20,-1,-9,-30,-14,7
MY,Malaysia,,,,,,8/14/2020,-20,-2,-10,-31,-11,7
MY,Malaysia,,,,,,8/15/2020,-20,-2,-4,-28,-11,6
MY,Malaysia,,,,,,8/16/2020,-22,-5,-9,-31,-12,6
MY,Malaysia,,,,,,8/17/2020,-21,-1,-10,-31,-14,6
MY,Malaysia,,,,,,8/18/2020,-21,-2,-11,-31,-12,6
MY,Malaysia,,,,,,8/19/2020,-18,0,-6,-23,-13,5
MY,Malaysia,,,,,,8/20/2020,-11,10,27,-24,-50,14
MY,Malaysia,,,,,,8/21/2020,-18,1,10,-29,-20,8
MY,Malaysia,,,,,,8/22/2020,-22,-6,8,-23,-12,6
MY,Malaysia,,,,,,8/23/2020,-21,-7,5,-23,-16,4
MY,Malaysia,,,,,,8/24/2020,-17,3,-1,-24,-19,6
MY,Malaysia,,,,,,8/25/2020,-19,2,-10,-30,-13,5
MY,Malaysia,,,,,,8/26/2020,-19,2,-9,-30,-12,6
MY,Malaysia,,,,,,8/27/2020,-18,1,-8,-27,-12,6
MY,Malaysia,,,,,,8/28/2020,-16,3,-2,-22,-10,5
MY,Malaysia,,,,,,8/29/2020,-17,1,7,-12,-13,3
MY,Malaysia,,,,,,8/30/2020,-11,1,39,-13,-16,1
MY,Malaysia,,,,,,8/31/2020,-5,18,52,-8,-65,11
MY,Malaysia,,,,,,9/1/2020,-17,6,-7,-22,-14,5
MY,Malaysia,,,,,,9/2/2020,-20,1,-11,-28,-13,6
MY,Malaysia,,,,,,9/3/2020,-18,-1,-11,-28,-12,7
MY,Malaysia,,,,,,9/4/2020,-18,0,-11,-26,-10,7
MY,Malaysia,,,,,,9/5/2020,-16,1,-1,-22,-12,5
MY,Malaysia,,,,,,9/6/2020,-16,-1,1,-24,-12,4
MY,Malaysia,,,,,,9/7/2020,-17,2,-9,-27,-14,5
MY,Malaysia,,,,,,9/8/2020,-17,2,-9,-27,-13,5
MY,Malaysia,,,,,,9/9/2020,-18,1,-9,-28,-12,6
MY,Malaysia,,,,,,9/10/2020,-20,-4,-11,-26,-13,6
MY,Malaysia,,,,,,9/11/2020,-18,-2,-8,-27,-10,6
MY,Malaysia,,,,,,9/12/2020,-18,-3,-2,-24,-12,5
MY,Malaysia,,,,,,9/13/2020,-18,-3,0,-25,-14,4
MY,Malaysia,,,,,,9/14/2020,-20,-3,-9,-29,-12,6
MY,Malaysia,,,,,,9/15/2020,-14,0,-2,-23,-13,4
MY,Malaysia,,,,,,9/16/2020,-7,15,36,-25,-60,16
MY,Malaysia,,,,,,9/17/2020,-20,-5,-6,-29,-14,7
MY,Malaysia,,,,,,9/18/2020,-20,-5,-6,-28,-10,8
MY,Malaysia,,,,,,9/19/2020,-19,-5,2,-24,-12,6
MY,Malaysia,,,,,,9/20/2020,-22,-9,-6,-26,-14,6
MY,Malaysia,,,,,,9/21/2020,-20,-3,-13,-28,-13,7
MY,Malaysia,,,,,,9/22/2020,-22,-4,-17,-30,-13,7
MY,Malaysia,,,,,,9/23/2020,-22,-3,-19,-28,-12,7
MY,Malaysia,,,,,,9/24/2020,-18,1,-11,-24,-15,8
MY,Malaysia,,,,,,9/25/2020,-19,-1,-13,-23,-10,7
MY,Malaysia,,,,,,9/26/2020,-19,-2,-7,-19,-14,6
MY,Malaysia,,,,,,9/27/2020,-18,0,0,-21,-14,5
MY,Malaysia,,,,,,9/28/2020,-20,2,-16,-27,-13,7
MY,Malaysia,,,,,,9/29/2020,-21,1,-19,-29,-13,7
MY,Malaysia,,,,,,9/30/2020,-20,6,-19,-29,-13,6
MY,Malaysia,,,,,,10/1/2020,-23,-2,-24,-29,-14,7
MY,Malaysia,,,,,,10/2/2020,-22,1,-20,-29,-12,6
MY,Malaysia,,,,,,10/3/2020,-24,-1,-17,-28,-17,7
MY,Malaysia,,,,,,10/4/2020,-25,-5,-15,-31,-17,6
MY,Malaysia,,,,,,10/5/2020,-25,-1,-26,-33,-16,7
MY,Malaysia,,,,,,10/6/2020,-25,0,-27,-35,-16,7
MY,Malaysia,,,,,,10/7/2020,-27,-2,-29,-37,-16,9
MY,Malaysia,,,,,,10/8/2020,-25,-2,-23,-36,-15,9
MY,Malaysia,,,,,,10/9/2020,-26,-3,-19,-37,-15,11
MY,Malaysia,,,,,,10/10/2020,-28,-6,-16,-37,-17,11
MY,Malaysia,,,,,,10/11/2020,-29,-8,-15,-39,-17,10
MY,Malaysia,,,,,,10/12/2020,-28,-2,-25,-39,-18,10
MY,Malaysia,,,,,,10/13/2020,-26,0,-26,-34,-18,9
MY,Malaysia,,,,,,10/14/2020,-37,-11,-34,-51,-21,15
MY,Malaysia,,,,,,10/15/2020,-35,-10,-33,-51,-21,15
MY,Malaysia,,,,,,10/16/2020,-35,-9,-31,-53,-18,16
MY,Malaysia,,,,,,10/17/2020,-38,-12,-34,-54,-16,16
MY,Malaysia,,,,,,10/18/2020,-40,-16,-33,-58,-18,16
MY,Malaysia,,,,,,10/19/2020,-35,-11,-34,-51,-21,15
MY,Malaysia,,,,,,10/20/2020,-34,-10,-33,-50,-21,14
MY,Malaysia,,,,,,10/21/2020,-33,-7,-33,-50,-19,14
MY,Malaysia,,,,,,10/22/2020,-34,-9,-32,-52,-24,17
MY,Malaysia,,,,,,10/23/2020,-34,-6,-29,-54,-21,17
MY,Malaysia,,,,,,10/24/2020,-36,-9,-31,-53,-16,15
MY,Malaysia,,,,,,10/25/2020,-37,-12,-31,-57,-17,15
MY,Malaysia,,,,,,10/26/2020,-30,-3,-31,-51,-23,15
MY,Malaysia,,,,,,10/27/2020,-30,-2,-30,-49,-23,14
MY,Malaysia,,,,,,10/28/2020,-29,-2,-28,-46,-22,13
MY,Malaysia,,,,,,10/29/2020,-28,2,-21,-53,-54,23
MY,Malaysia,,,,,,10/30/2020,-32,-4,-27,-52,-23,16
MY,Malaysia,,,,,,10/31/2020,-36,-10,-33,-51,-17,14
MY,Malaysia,,,,,,11/1/2020,-35,-11,-33,-54,-19,14
MY,Malaysia,,,,,,11/2/2020,-32,-7,-36,-50,-23,15
MY,Malaysia,,,,,,11/3/2020,-31,-5,-35,-50,-23,14
MY,Malaysia,,,,,,11/4/2020,-31,-5,-34,-50,-22,15
MY,Malaysia,,,,,,11/5/2020,-32,-8,-31,-51,-22,15
MY,Malaysia,,,,,,11/6/2020,-33,-7,-30,-54,-23,17
MY,Malaysia,,,,,,11/7/2020,-34,-7,-35,-53,-15,15
MY,Malaysia,,,,,,11/8/2020,-33,-6,-32,-50,-16,13
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/15/2020,-6,-6,-7,-4,2,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/16/2020,-8,-8,-5,0,-1,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/17/2020,-6,-4,-8,-4,2,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/18/2020,-10,-10,-7,-5,2,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/19/2020,-7,-4,0,-5,3,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/20/2020,-5,-5,-2,-7,3,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/21/2020,-5,-8,-4,-2,7,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/22/2020,-7,-9,-4,-5,2,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/23/2020,-9,-11,-3,2,0,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/24/2020,-6,-8,-13,-4,2,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/25/2020,-6,-9,-5,-5,3,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/26/2020,-6,-5,-4,-8,3,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/27/2020,-4,-4,-2,-5,3,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/28/2020,0,-2,-4,4,7,1
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,2/29/2020,-1,-4,-11,3,3,1
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/1/2020,-4,-4,-5,10,0,0
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/2/2020,-5,-4,-16,1,3,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/3/2020,-6,-6,-14,-5,3,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/4/2020,-6,0,-10,-7,4,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/5/2020,-8,-7,-16,-6,2,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/6/2020,-6,-5,-17,-3,7,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/7/2020,-9,-4,-25,-8,1,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/8/2020,-10,-5,-10,0,-1,2
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/9/2020,-7,-4,-17,-6,1,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/10/2020,-9,-7,-15,-8,2,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/11/2020,-10,-3,-14,-10,2,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/12/2020,-12,-4,-16,-12,1,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/13/2020,-11,-4,-19,-7,4,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/14/2020,-19,-8,-33,-17,-3,4
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/15/2020,-23,-12,-28,-15,-7,4
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/16/2020,-13,27,-28,-15,-10,4
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/17/2020,-17,19,-37,-12,-11,3
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/18/2020,-68,-24,-69,-56,-56,28
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/19/2020,-75,-30,-78,-72,-63,34
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/20/2020,-79,-34,-85,-80,-67,40
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/21/2020,-83,-45,-92,-82,-63,35
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/22/2020,-88,-66,-92,-87,-60,33
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/23/2020,-83,-54,-88,-84,-74,41
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/24/2020,-83,-54,-87,-85,-75,41
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/25/2020,-82,-47,-87,-85,-75,42
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/26/2020,-82,-48,-87,-85,-74,42
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/27/2020,-82,-47,-88,-86,-72,44
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/28/2020,-85,-57,-92,-86,-66,37
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/29/2020,-87,-65,-91,-88,-60,32
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/30/2020,-82,-52,-88,-86,-74,41
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,3/31/2020,-82,-54,-87,-85,-74,40
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/1/2020,-83,-56,-87,-86,-74,41
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/2/2020,-84,-55,-87,-87,-75,43
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/3/2020,-84,-55,-91,-88,-73,46
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/4/2020,-86,-63,-93,-87,-66,39
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/5/2020,-87,-67,-93,-88,-60,33
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/6/2020,-82,-53,-89,-86,-73,41
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/7/2020,-83,-56,-89,-86,-74,42
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/8/2020,-83,-54,-89,-87,-74,42
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/9/2020,-82,-51,-89,-87,-74,42
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/10/2020,-83,-53,-90,-88,-72,45
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/11/2020,-85,-58,-93,-87,-64,38
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/12/2020,-86,-65,-92,-88,-59,33
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/13/2020,-81,-51,-89,-85,-71,41
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/14/2020,-82,-53,-89,-85,-73,41
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/15/2020,-83,-55,-89,-86,-73,42
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/16/2020,-87,-52,-86,-85,-73,43
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/17/2020,-87,-50,-87,-86,-71,45
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/18/2020,-89,-59,-92,-86,-64,38
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/19/2020,-90,-62,-91,-87,-58,33
MY,Malaysia,Federal Territory of Kuala Lumpur,,,MY-14,,4/20/2020,-86,-50,-87,-85,-71,41
